title,url,content
EvGateway – The Most Secure EV Charging Management Network,https://evgateway.com/,"[email protected]
Support : 949-945-2000
Sales : 949-534-3000
SIGN IN
Register
Owners
Solutions EvGateway Network White Label Solutions Fleet Turnkey Solutions EvGateway Charger Bundle
Solutions
EvGateway Network
White Label Solutions
Fleet
Turnkey Solutions EvGateway Charger Bundle
Turnkey Solutions
EvGateway Charger Bundle
Drivers
Incentives
Company About Contact Us Careers
Company
About
Contact Us
Careers
Resources Blog Media/News
Resources
Blog
Media/News
EvGateway Mobile App
View Features
Network
The Future of EV Charging
Who We Are
About EvGateway
EvGateway is a hardware-agnostic Electric Vehicle Charging network that provides turn-key, customizable solutions to the end customer regardless of their requirements and charging needs. We work with EV manufacturers to enhance their chargers into smart-chargers- allowing them to be remotely managed and monitored without human intervention.
EvGateway is focused on helping to reduce global CO2 emissions by accelerating the adoption and use of EVs in cities around the world.
Read More
What is EvGateway?
Customizable EV Charging Infrastructure Management Solutions Provider
Our OCPP, OpenADR2.0 platform allows for advanced functionalities and integrations
EvGateway mobile app allows drivers to get the information they need while on the road.
All EV Charging Scenarios and Business Models
We offer solutions for All Markets and EV Charging Requirements.
We work with every major EVSE OEM to provide best in class, turnkey services for Public, Commercial, Fleet, Private, Hospitality, Multi-Unit Dwellings and more!
START CHARGING WITH US!
OUR SOLUTIONS
EvGateway charging station network management includes real-time reports, statistical analysis, 24/7 support, monitoring, remote diagnostics, and more.
LEARN MORE
DRIVER MOBILE APP FEATURES
Mobile app that will find the nearest charger, get directions, pay for a charging session. So you can keep driving.
Real Time Charger Availability Status
Favorite Stations
Filter Chargers (AC/DC, Availability, etc)
View Charging History
Billing & Accounting
24/7 Support
View Station Pricing
Flexible Payment Options
Reservation & Waitlist
Specific Charger Location Notes
Receive Alerts and Notifications
VIEW FEATURES
Media / Press
EvGateway In the Press
Revel Selects EvGateway to Provide Software for Its Fast-Charging Superhubs and All-Electric Rideshare Service in New York City.
EvGateway to Provide Turnkey EV Charging Solution for Southern California Parks and Beaches With Technology From SIEMENS and Tritium
Siemens establishes e-mobility partner ecosystem
VIEW MORE
Request A Demo
Facebook
Twitter
Linkedin-in
Instagram
Navigation Menu
EV Drivers
Charger Owners
Security
Quick Links
Terms of Use
Privacy Policy
Contact Info
530 Technology Drive # 100, Irvine, CA 92618
Sales: 949-534-3000
© 2022 EvGateway. All rights reserved
"
Privacy Policy – EvGateway,https://evgateway.com/privacy-policy/,"[email protected]
Support : 949-945-2000
Sales : 949-534-3000
SIGN IN
Register
Owners
Solutions EvGateway Network White Label Solutions Fleet Turnkey Solutions EvGateway Charger Bundle
Solutions
EvGateway Network
White Label Solutions
Fleet
Turnkey Solutions EvGateway Charger Bundle
Turnkey Solutions
EvGateway Charger Bundle
Drivers
Incentives
Company About Contact Us Careers
Company
About
Contact Us
Careers
Resources Blog Media/News
Resources
Blog
Media/News
Privacy Policy
EvGateway has created this privacy policy to demonstrate its commitment to the privacy of its customers and users. This privacy policy applies to this mobile application, including the portion of the mobile application accessed by the EvGateway customers and users (collectively, the “Mobile application”), and the EvGateway services offered by EvGateway, including through use of the GridKey Smart Cards (the “Service”). By using this Mobile application and the Service or by transmitting information to us by email or other electronic means, you agree to this privacy policy.
1. Changes To Privacy Policy
2. Information Collection and Usage
EvGateway collects different kinds of information through the Mobile application and the Service, and uses this information in different ways.
Information collected:
Personally Identifiable Information. If you sign up for the Service, use the Service, or send email or other communication to EvGateway, we may retain those communications in order to process your inquiries, respond to your requests and improve our Mobile application and Service. In registering for the Service, we need to get some personal and sensitive user information from you. Personal and sensitive user data includes, but isn’t limited to, personally identifiable information, financial and payment information, authentication information, phonebook, contacts, device location, SMS and call related data, inventory of other apps on the device, microphone, camera, and other sensitive device or usage data. When using the Service, you may be asked for additional information to help identify you. All of this information used to specifically identify you is called “User Information” in this privacy policy. We only collect User Information that you provide to us or have given us permission to collect either via the Mobile App or by contacting our Support team. Demographic information. When you use our Service, we collect certain demographic information (such as your EvGateway charging station location and charging duration) in order to understand usage patterns and to improve your experience using our Service.
Use of Information:
We use the User Information in order to process the application, to provide the Service to the customer and users and to otherwise communicate with you as a customer or user regarding the Service. Please keep in mind that we reserve the right to send you certain communications relating to your use of the Service, such as service announcements, notices about new features or information on the Service, administrative messages and communications regarding your account, without offering you the opportunity to opt out of receiving them. We also may use the User Information to provide advertisements from EvGateway or its partners to you, but you will have the opportunity to opt-out of these communications. From time to time, we may also collect information via online surveys or polls. Participation in these surveys or polls is entirely voluntary and you may easily decline to participate.
Aggregated Information. EvGateway may also analyze and compile information on patterns of usage of the Service. This information is collected in aggregate form, without identifying any user individually. We may use this information to improve the Service and provide this information to third parties for marketing purposes.
Aggregated Information.
Cookies . Like most mobile applications, we also use cookies to provide users an efficient experience in using the Mobile application. A cookie is a small data file that certain Mobile applications write to your hard drive when you visit them. A cookie file can contain information such as a user ID that the site uses to track the pages you have visited, but the only personal information a cookie can contain is information you supply yourself. A cookie cannot read data off your hard disk or read cookie files created by other sites. Some parts of the Mobile application use cookies to track user traffic patterns. EvGateway does this in order to determine the usefulness of the Mobile application information to our users and to see how effective our navigational structure is in helping users reach that information. EvGateway does not correlate this information with data about individual users, nor does it share this information or sell it to any third party. Children’s Privacy. The Mobile application and the Service are intended for adult users, and EvGateway does not knowingly collect personal information from anyone under 13 years of age.
Cookies
Children’s Privacy.
3. Information Sharing
We generally do not share with any third party User Information in a way that would personally identify you. However, we may do so in the following circumstances:
For good faith interests of EvGateway such as promotional purposes,
To our service providers and other contractors for the purposes of providing Service to us (such contractors are prohibited from using User Information for any other purpose),
For bill collection;
To resolve customer disputes or inquiries;
In the unlikely event of insolvency, bankruptcy or receivership in which your personal information would be transferred as one of EvGateway’s business assets; and
Where we are legally obligated to disclose information to the government or third parties for the purposes of national security, law enforcement or other issues of public importance.
We may aggregate information and data about you and your use of the Mobile application and Service and provide such aggregated information and data to advertisers and for marketing or promotional purposes. In these circumstances, we do not disclose information that could be used to personally identify you.
Access by the Company, its distributors, or authorized third parties, or their respective employees and consultants to any personal information you provide is limited to only information necessary to provide the business service offered and to allow employees or consultants to perform their duties.
4. Security Measures
To help protect the privacy of the data you transmit through the Mobile application or Service, EvGateway uses industry-standard, secure server software that encrypts the information you input before it is sent to us. In addition, EvGateway uses standard industry practice to protect User Information against unauthorized access. However, you should keep in mind that the Mobile application and Service are run on software, hardware and networks, any component of which may from time to time require maintenance or experience problems or breaches of security beyond our control and for which we are not responsible.
5. Links To Third-Party Mobile Applications
This Mobile application may contain links to third party sites. Access to any other Internet site linked to this Mobile application is at the user’s own risk and EvGateway is not responsible for the accuracy or reliability of any information, data, opinions, advice or statements made on these sites. EvGateway provides these links merely as a convenience and the inclusion of such links does not imply an endorsement.
6. Accessing Your User Information
We will try to update your User Information as we become aware of changes as notified by you. However, we will be able to serve you best if you update your User Information or notify us of any changes to (or errors in) your User Information. You can update your User Information through the Mobile application or if you are unable to access that information for any reason, you may submit a written request for changes to Customer Service at the contact information listed below. In order for us to serve you best, please provide your name, phone number, mailing address, and e-mail address when contacting us.
7. Consent To Processing
You expressly consent to the transfer and processing of your data (including personally identifiable data) in the United States and in other countries.
8. Governing Law
The Mobile application is controlled and operated by EvGateway. By choosing to use our Mobile application, use our Service or otherwise provide information to EvGateway, you agree that any dispute over privacy or the terms contained in this Privacy Policy will be governed by the laws of the State of California. If you are accessing our Mobile application or using our Service from any location with regulations or laws governing personal data collection, use or disclosure that differ from United States laws or regulations, please note that through your continued use of our Mobile applications or Services, which is governed by the laws of the State of California and the United States of America and this Privacy Policy, you are transferring personal information to the United States of America and you consent to that transfer and to the collection and processing of such information in the United States. You also consent to the adjudication of any disputes arising in connection with our Mobile application or Service in the federal and state courts of Orange County in the State of California.
Waiver of Jury Trial. ALL PARTIES IRREVOCABLY WAIVE ANY AND ALL RIGHTS THEY MAY HAVE TO A TRIAL BY JURY IN ANY JUDICIAL PROCEEDING INVOLVING ANY CLAIM RELATING TO OR ARISING UNDER THIS AGREEMENT.
9. Contact Us
If you have any questions about this privacy policy, please feel free to email us at [email protected]
Request A Demo
Facebook
Twitter
Linkedin-in
Instagram
Navigation Menu
EV Drivers
Charger Owners
Security
About EvGateway
Quick Links
Terms of Use
Contact Info
530 Technology Drive # 100, Irvine, CA 92618
Sales: 949-534-3000
© 2022 EvGateway. All rights reserved
"
About – EvGateway,https://evgateway.com/about/,"[email protected]
Support : 949-945-2000
Sales : 949-534-3000
SIGN IN
Register
Owners
Solutions EvGateway Network White Label Solutions Fleet Turnkey Solutions EvGateway Charger Bundle
Solutions
EvGateway Network
White Label Solutions
Fleet
Turnkey Solutions EvGateway Charger Bundle
Turnkey Solutions
EvGateway Charger Bundle
Drivers
Incentives
Company About Contact Us Careers
Company
About
Contact Us
Careers
Resources Blog Media/News
Resources
Blog
Media/News
Who Are We?
We are a turn-key Electric Vehicle Infrastructure solutions provider that can deliver station installation, maintenance, network, mobile app and support for all charging scenarios and clients. We currently have thousands of electric vehicle chargers in our network (and we’re still expanding!)
EvGateway is focused on helping to reduce global CO2 emissions by accelerating the adoption and use of Electric Vehicles in cities around the world.
We know that convenient access and ease of use are essential to making drivers feel comfortable in choosing to buy an electric vehicle. That’s why we partner with some of the world’s leading companies to make charging convenient – and productive.
We work closely with vehicle manufacturers and dealers to ensure that when someone drives an electric vehicle off the lot, they have everything they need to get charged up.
But that’s not all! Our extensive experience in launching charging networks across the country along with years working with mobile apps, payment gateways and security allows us to present an easy to use and convenient product.
Our goal is to give our users and clients complete visibility and control to all charging activity!
Our Philosophy
When was the last time you stopped to think before plugging in a lamp or a TV in your house? Probably never. Why? Because it simply works. You don’t think about the complexity of what happens inside the walls or at the transformer box. You plug in and it works.
That simplicity, trust and consistency is what drives us at EvGateway.
We are doing for charging stations networks GPS did for your driving. We gather all the information and provide it all in one place. Our goal is a day in the not so distant future that charging stations are as common ATMs, and make your charging experience simple, easy and fast.
Request A Demo
Facebook
Twitter
Linkedin-in
Instagram
Navigation Menu
EV Drivers
Charger Owners
Security
About EvGateway
Quick Links
Terms of Use
Privacy Policy
Contact Info
530 Technology Drive # 100, Irvine, CA 92618
Sales: 949-534-3000
© 2022 EvGateway. All rights reserved
"
Careers – EvGateway,https://evgateway.com/careers/,"[email protected]
Support : 949-945-2000
Sales : 949-534-3000
SIGN IN
Register
Owners
Solutions EvGateway Network White Label Solutions Fleet Turnkey Solutions EvGateway Charger Bundle
Solutions
EvGateway Network
White Label Solutions
Fleet
Turnkey Solutions EvGateway Charger Bundle
Turnkey Solutions
EvGateway Charger Bundle
Drivers
Incentives
Company About Contact Us Careers
Company
About
Contact Us
Careers
Resources Blog Media/News
Resources
Blog
Media/News
This Page is Under Construction
Request A Demo
Facebook
Twitter
Linkedin-in
Instagram
Navigation Menu
EV Drivers
Charger Owners
Security
About EvGateway
Quick Links
Terms of Use
Privacy Policy
Contact Info
530 Technology Drive # 100, Irvine, CA 92618
Sales: 949-534-3000
© 2022 EvGateway. All rights reserved
"
Security – EvGateway,https://evgateway.com/security/,"[email protected]
Support : 949-945-2000
Sales : 949-534-3000
SIGN IN
Register
Owners
Solutions EvGateway Network White Label Solutions Fleet Turnkey Solutions EvGateway Charger Bundle
Solutions
EvGateway Network
White Label Solutions
Fleet
Turnkey Solutions EvGateway Charger Bundle
Turnkey Solutions
EvGateway Charger Bundle
Drivers
Incentives
Company About Contact Us Careers
Company
About
Contact Us
Careers
Resources Blog Media/News
Resources
Blog
Media/News
Security
EvGateway is the most secure network.
Cyber crime damage is projected to hit $6 trillion by 2021. Electric grid is the “largest interconnected machine”. Cyber attacks on electric system are increasing in sophistication, magnitude, and frequency.
EvGateway focuses on keeping electric car charging stations secure and protected.
In our current climate Cyber Security is one of the most important topics when it comes to Personal Identification Information Security. Due to the current rise in cybercrime the number of security breaches has increased within the past few years exponentially. EvGateway’s continuous monitoring and support assures our customers the stability and security they need in this current climate.
EvGateway’s third party payment gateway has been audited by a PCI-Certified auditor and is certified to PCI Service Provider Level 1 which is the most stringent level of certification available in the payment industry today. To comply with this we maintain the best security tools and practices in the industry. All the data at rest is encrypted with AES-256, making it have the highest level of security available.
EvGateway will setup a separate instance for every client for data integrity will be using FIPS 140.2 compliance storage for data at rest. All instances are supported by multi-line access and guarantee 99.99 uptime, 24 x 7 helpdesk and support.
EvGateway Security is Powered by Axxera Inc., a Cyber Security Solutions company that specializes in Cyber Security, vulnerability assessments, compliance and auditing. Through this strategic partnership, EvGateway is able to offer a complete roster of services to our clients, such as
Security Compliance
DB Security
Information Security
Web Application Security
Data at Rest Security – FIPS 140.2
Request A Demo
Facebook
Twitter
Linkedin-in
Instagram
Navigation Menu
EV Drivers
Charger Owners
About EvGateway
Quick Links
Terms of Use
Privacy Policy
Contact Info
530 Technology Drive # 100, Irvine, CA 92618
Sales: 949-534-3000
© 2022 EvGateway. All rights reserved
"
Contact Us – EvGateway,https://evgateway.com/contact-us/,"[email protected]
Support : 949-945-2000
Sales : 949-534-3000
SIGN IN
Register
Owners
Solutions EvGateway Network White Label Solutions Fleet Turnkey Solutions EvGateway Charger Bundle
Solutions
EvGateway Network
White Label Solutions
Fleet
Turnkey Solutions EvGateway Charger Bundle
Turnkey Solutions
EvGateway Charger Bundle
Drivers
Incentives
Company About Contact Us Careers
Company
About
Contact Us
Careers
Resources Blog Media/News
Resources
Blog
Media/News
EvGateway Headquarters
Address 530 Technology Drive # 100, Irvine, CA 92618
24/7 Support Call Toll Free: 855-699-9191 949-945-2000
Email [email protected]
For Sales
949-945-6300 | 949 534 3000
Your Name
Your Email
Phone Number
Country
Your Message
Request A Demo
Facebook
Twitter
Linkedin-in
Instagram
Navigation Menu
EV Drivers
Charger Owners
Security
About EvGateway
Quick Links
Terms of Use
Privacy Policy
Contact Info
530 Technology Drive # 100, Irvine, CA 92618
Sales: 949-534-3000
© 2022 EvGateway. All rights reserved
"
Terms of Use – EvGateway,https://evgateway.com/terms-of-use/,"[email protected]
Support : 949-945-2000
Sales : 949-534-3000
SIGN IN
Register
Owners
Solutions EvGateway Network White Label Solutions Fleet Turnkey Solutions EvGateway Charger Bundle
Solutions
EvGateway Network
White Label Solutions
Fleet
Turnkey Solutions EvGateway Charger Bundle
Turnkey Solutions
EvGateway Charger Bundle
Drivers
Incentives
Company About Contact Us Careers
Company
About
Contact Us
Careers
Resources Blog Media/News
Resources
Blog
Media/News
Terms of Use
1. Rights, Responsibilities
2. Exclusion of Warranty, Liability
The Site is provided to you on an “AS IS” and “WITH ALL FAULTS” basis. You assume the entire risk of loss in using the Site. Due to its large size and complexity, the Site may contain inaccuracies, omissions, errors or other defects. EvGateway and its suppliers do not warrant that the Site will meet your needs or expectations, that the Site will be error free or uninterrupted, that errors can or will be corrected, that the Site is reliable or timely, or that any information on the Site will provide any particular results or usefulness. EvGateway and its suppliers reserve the right to make changes and improvements to, or discontinue the Site or any part thereof. Further, EvGateway does not represent that the Site is appropriate or authorized for use in all countries, states, counties or other jurisdictions; accordingly, you are responsible for compliance with all applicable laws in accessing the Site.
Evgateway and its suppliers make and you receive no warranty, whether express or implied, and all warranties, express and implied, are expressly excluded and disclaimed, including without limitation warranties of merchantability, title, non-infringement, and fitness for any particular purpose.
In no event shall evgateway or its suppliers be liable for any damages, claim or loss incurred by you (including without limitation compensatory, incidental, direct, indirect, special, consequential or exemplary damages, lost profits, lost sales or business, expenditures, investments, or commitments, loss of any goodwill, or damages
Resulting from lost, damaged or misappropriated data, inability to use data, delays, interruptions, or computer viruses), irrespective of whether evgateway or its suppliers have been informed of, knew of, or should have known of the likelihood of such damages. This limitation applies to all causes of action in the aggregate including without limitation breach of contract, breach of warranty, defamation, negligence, strict liability, misrepresentation, and other torts, as well as third-party claims. If the warranty exclusion or limitation of liability set forth in this agreement shall for any reason whatsoever be held unenforceable or inapplicable, user agrees that evgateway and its suppliers’ liability shall not exceed $1 u.S. Some states do not allow the exclusion or limitation of incidental or consequential damages or the limitation of duration of an implied warranty, so the limitation or exclusion herein may not apply to you. This warranty shall not be applicable to the extent that any provision of this warranty is prohibited by any federal law, or by any state or local law, which cannot be preempted. This warranty gives you specific legal rights, and you may also have other rights, which vary from state to state.
3. Submitted Information
4. Third Party Information
5. Copyright, Trademarks.
This Site compilation and all portions authored by EvGateway are Copyright © 2016-2020evGateway, California, United States. All rights reserved. Those respective third parties own portions of the Site authored by third parties who have licensed their material to EvGateway. You agree not to alter or remove any copyright notice or proprietary legend at Site.
EvGateway logo is property of EvGateway, LLC. and could not be used without permission. Other products or names may be the trademarks of their respective owners.
6. Miscellaneous
This is the exclusive and entire Agreement between EvGateway and you regarding its subject matter. You may not assign any part of this Agreement without EvGateway prior written consent. The internal laws of California shall govern this Agreement without reference to choice of law principles. EvGateway may terminate or restrict your use of the Site at any time without notice if EvGateway believe you have not fully complied with this Agreement. Further, either party may terminate this Agreement at any time without cause; upon termination for any reason, your obligations under this Agreement shall continue, except that you agree to no longer access or use the Site. You consent to exclusive jurisdiction and venue in the courts of Orange County, California for all matters arising out of or related to this Agreement or the Site. You understand that EvGateway may comply with law enforcement requests or subpoenas regarding your use of the Site. EvGateway reserves the right to modify the terms of this Agreement at any time by posting the new terms on the Site, which modifications shall take place immediately. No waiver by either party of any breach or default hereunder shall be deemed to be a waiver of any prior or subsequent breach or default. If any provision of this Agreement is declared invalid or unenforceable, the remaining provisions of this Agreement shall remain in effect and the invalid or unenforceable provision shall be replaced by a valid, enforceable provision that effectuates the intent of the original provision EvGateway suppliers, licensors, affiliates, subsidiaries, employees and agents shall be third party beneficiaries of EvGateway rights under this Agreement. All rights not granted expressly by this Agreement are reserved.
Drivers will be charged a session usage fee per transaction that will range between $0.25-$0.50 as per EvGateway’s contract with Charger owner. EvGateway reserves the right to change this fee at any time without prior notice to drivers.
7. Commercial Computer Software
8. Special Provisions from Licensors
Request A Demo
Facebook
Twitter
Linkedin-in
Instagram
Navigation Menu
EV Drivers
Charger Owners
Security
About EvGateway
Quick Links
Privacy Policy
Contact Info
530 Technology Drive # 100, Irvine, CA 92618
Sales: 949-534-3000
© 2022 EvGateway. All rights reserved
"
Blog – EvGateway,https://evgateway.com/blog/,"[email protected]
Support : 949-945-2000
Sales : 949-534-3000
SIGN IN
Register
Owners
Solutions EvGateway Network White Label Solutions Fleet Turnkey Solutions EvGateway Charger Bundle
Solutions
EvGateway Network
White Label Solutions
Fleet
Turnkey Solutions EvGateway Charger Bundle
Turnkey Solutions
EvGateway Charger Bundle
Drivers
Incentives
Company About Contact Us Careers
Company
About
Contact Us
Careers
Resources Blog Media/News
Resources
Blog
Media/News
The EV Market in the US – What to Expect in the Coming Years
Sep 14 2022 Read More >
Read More >
Increased Demand of EV’s. Where is the Infrastructure to Support Them?
Sep 27 2022 Read More >
Electric Vehicle Charging Solutions are Important for the Hospitality Industry- Here’s Why
0ct 31 2022 Read More >
US National Electric Vehicle Infrastructure (NEVI) Funding
Level 2 Charging vs Level 3 Charging – What’s the Difference?
Dec 02 2022 Read More >
Government Grants for Electric Vehicles and Charging Stations
Mar 29 2023 Read More >
How to Optimize the Range of your Electric Car
April 13 2023 Read More >
How Installing EV Charging Stations Can Benefit Site Host Owners
May 30 2023 Read More >
EVGateway's Solution for Electric Vehicle Transition Success
The Benefits of EV Charging at hotels
How EvGateway Leads the Way
June 06 2023 Read More >
Key Locations for EV Charging Stations
Practical Tips for Electric Vehicle Owners with EvGateway
June 06 2023 Read More >
How EvGateway Enhances EV Charging Experiences
May 03 2023 Read More >
EvGateway’ s Role in Driving Smart Charging Solutions
July 11 2023 Read More >
Unlocking Opportunities with EvGateway
EvGateway's Role in Balancing, Managing, and Empowering the Grid
Electrifying Hospitality: Exploring the Benefits of EV Charging Stations in the Industry
August 21 2023 Read More >
Powering Progress: Fleet Charging Solutions with EvGateway's Innovative Platform
Powering the Future: How EVGateway Supports the Adoption of Class 8 Electric Trucks
Sep 11 2023 Read More >
Charging Medium- and Heavy-Duty Electric Vehicles: Plugging into the Future with EvGateway
Sep 12 2023 Read More >
Leading the Charge with Class 8 Trucks: EvGateway's Role in Fleet Electrification
Sep 15 2023 Read More >
Accelerating EV Charging: The NEVI Formula Program and the Role of EvGateway
Sep 18 2023 Read More >
Request A Demo
Facebook
Twitter
Linkedin-in
Instagram
Navigation Menu
EV Drivers
Charger Owners
Security
About EvGateway
Quick Links
Terms of Use
Privacy Policy
Contact Info
530 Technology Drive # 100, Irvine, CA 92618
Sales: 949-534-3000
© 2022 EvGateway. All rights reserved
"
Media/News – EvGateway,https://evgateway.com/media-news/,"[email protected]
Support : 949-945-2000
Sales : 949-534-3000
SIGN IN
Register
Owners
Solutions EvGateway Network White Label Solutions Fleet Turnkey Solutions EvGateway Charger Bundle
Solutions
EvGateway Network
White Label Solutions
Fleet
Turnkey Solutions EvGateway Charger Bundle
Turnkey Solutions
EvGateway Charger Bundle
Drivers
Incentives
Company About Contact Us Careers
Company
About
Contact Us
Careers
Resources Blog Media/News
Resources
Blog
Media/News
News
EvGateway part of General Motors Ultium 360 Network Click Here
Graviti Energy and EvGateway Partner to Provide Turnkey Electric Vehicle Charging Solutions Click Here
Paired Power and EvGateway Partnership to provide Network services for Electric Vehicle Drivers Click Here
Hamilton City partners with EvGateway to provide EV charging stations at the City Hall in Montana Click Here
Click Here
CitiZap utilizes EvGateway Network to Launch First Public EV charging station in Floyd County, Virginia Click Here
EvGateway Introduces Advanced Fleet Solution to Optimize Electric Vehicle Charger Management
June 17, 2024
Read More
EvGateway Inaugurates New DCFC Sites Across New York's Southern Tier
MAY 31, 2024
EvGateway New Electric Vehicle Fast-Charging Stations Installed On Texas A&M Campus
April 25, 2024
EvGateway wins NEVI award from New Mexico Department of Transportation to install Fast Charging Station in Las Cruces
Jan 29,2024
EvGateway Secures Spot on the 2023 Inc. 5000 List of Fastest-Growing Companies in the U.S.
2023
EvGateway Partners with ChargeHub to Grow Public Charging Accessibility for Electric Vehicle Drivers Across the US and Canada
April 3, 2023
EvGateway and Hubject partner to provide eRoaming and Plug & Charge for Electric Vehicle Drivers in North America
Feb 22, 2023
Big EvGateway and InterEV Partner to Provide Premium Electric Vehicle Charging Solutions for Israel & Europe
Feb 16, 2023
Big funding and awards for transportation electrification initiatives for New Yorkers were announced by Governor
Dec 14, 2022
EvGateway is excited to partner with NYSERDA to improve EV Charging infrastructure in the state of New York
EvGateway part of General Motors Ultium 360 Network
June 23, 2022
Graviti Energy and EvGateway Partner to Provide Turnkey Electric Vehicle Charging Solutions
NOV 22, 2022
ADS-TEC Energy, P97 Networks and EvGateway bring the service to c-stores and fuel retailers
Oct 25, 2022
Paired Power and EvGateway Partnership to provide Network services for Electric Vehicle Drivers
Sep 21, 2022
Hamilton City partners with EvGateway to provide EV charging stations at the City Hall in Montana
Aug 18, 2022
CitiZap utilizes EvGateway Network to Launch First Public EV charging station in Floyd County, Virginia
July 18, 2022
Electric Vehicle infra firm EvGateway launches operations in India
Jan 28, 2022
Tritium & EvGateway Bringing EV Fast Chargers To More Places
June 18, 2022
Tritium to supply EV chargers to California energy utility
March 22, 2021
Costa Rica - ICE amplía red nacional de cargadores rápidos para vehículos eléctricos en todo el país
Dec 09, 2021
New electric vehicle charging stations available to public
April 15, 2021
California: Tritium And EvGateway Add DC Fast Chargers At Buena Park
June 20, 2021
Tritium expands EV charging footprint in California with new retail project
June 19, 2021
Tritium and EvGateway Partner to Increase DC Fast Charger Locations in California
June 18, 2021
Revel Selects EvGateway to Provide Software for Its Fast-Charging Superhubs and All-Electric Rideshare Service in New York City
June 8, 2021
Siemens establishes e-mobility partner ecosystem
March 19, 2021
Siemens Launches eMobility Partner Ecosystem to Increase Accessibility of Electric Vehicle Charging Infrastructure Solutions
March 18, 2021
EvGateway to Provide Turnkey EV Charging Solution for Southern California Parks and Beaches With Technology From SIEMENS and Tritium
March 03, 2021
Request A Demo
Facebook
Twitter
Linkedin-in
Instagram
Navigation Menu
EV Drivers
Charger Owners
Security
About EvGateway
Quick Links
Terms of Use
Privacy Policy
Contact Info
530 Technology Drive # 100, Irvine, CA 92618
Sales: 949-534-3000
© 2022 EvGateway. All rights reserved
"
EvGateway Charger Bundle – EvGateway,https://evgateway.com/evgateway-charger-bundle/,"[email protected]
Support : 949-945-2000
Sales : 949-534-3000
SIGN IN
Register
Owners
Solutions EvGateway Network White Label Solutions Fleet Turnkey Solutions EvGateway Charger Bundle
Solutions
EvGateway Network
White Label Solutions
Fleet
Turnkey Solutions EvGateway Charger Bundle
Turnkey Solutions
EvGateway Charger Bundle
Drivers
Incentives
Company About Contact Us Careers
Company
About
Contact Us
Careers
Resources Blog Media/News
Resources
Blog
Media/News
Charger Bundle
EV Charger Bundle at our all time BEST PRICE!
Bundle Features
Commercial AC Charger:
Approx. 20 miles charge per hour
Industries it serves:
Multi Family Housing
Hotel/Motel
New Construction
Workplace
Auto Dealerships
Charging Management Solutions:
Mobile App (iOS/Android)
Remote start and stop
Stored wallet to pay
Multiple Options to Pay
QR Code
RFID Card
Live Dashboard Monitoring
Set Pricing $/kwH
Evgateway Global Support:
24x7x365 “Advanced Services” Technical Support
Helping drivers charge vehicles and navigate through the app seamlessly
Helping property owners navigate through their dashboard
Customers and Partners that Trust EvGateway for their EV Charging Solutions
Get Your Quote Today
Your Name
Your Email
Phone Number
Quantity
Your Message
Request A Demo
Facebook
Twitter
Linkedin-in
Instagram
Navigation Menu
EV Drivers
Charger Owners
Security
About EvGateway
Quick Links
Terms of Use
Privacy Policy
Contact Info
530 Technology Drive # 100, Irvine, CA 92618
Sales: 949-534-3000
© 2022 EvGateway. All rights reserved
"
